codgeo,ze2020,economic_sphere,unit_loc_2024
80195,3202,PRESENTIAL,2
80213,3202,PRESENTIAL,4
80086,3202,PRESENTIAL,26
80080,3220,PRESENTIAL,5
80083,3202,PRODUCTIVE,3
79348,7520,PRODUCTIVE,3
79357,7520,PRESENTIAL,2
80141,3220,PRODUCTIVE,9
80163,3201,PRESENTIAL,2
80064,3202,PRESENTIAL,2
80123,3202,PRESENTIAL,4
80048,3201,PRODUCTIVE,0
79293,7520,PRODUCTIVE,3
79340,7506,PRESENTIAL,4
80101,3202,PRODUCTIVE,6
80008,0058,PRODUCTIVE,7
79346,7520,PRODUCTIVE,1
80181,3202,PRODUCTIVE,6
80067,3202,PRODUCTIVE,3
80056,3202,PRODUCTIVE,0
80041,3202,PRODUCTIVE,1
80124,0058,PRODUCTIVE,5
79274,7530,PRESENTIAL,4
79277,7530,PRODUCTIVE,12
79357,7520,PRODUCTIVE,4
79346,7520,PRESENTIAL,1
79354,7506,PRODUCTIVE,1
80102,3220,PRODUCTIVE,2
80094,3202,PRODUCTIVE,2
80034,3220,PRODUCTIVE,5
80070,3202,PRESENTIAL,18
79283,7520,PRESENTIAL,9
79289,7506,PRODUCTIVE,14
80216,3202,PRESENTIAL,1
80199,3220,PRESENTIAL,5
80216,3202,PRODUCTIVE,2
79304,7520,PRESENTIAL,11
79273,7520,PRESENTIAL,7
79298,7520,PRESENTIAL,17
80217,3202,PRESENTIAL,1
79294,7520,PRESENTIAL,4
80237,3202,PRESENTIAL,11
80247,3220,PRODUCTIVE,11
80240,3220,PRODUCTIVE,7
80260,3201,PRESENTIAL,13
80259,3202,PRODUCTIVE,0
80287,3201,PRESENTIAL,5
80327,3201,PRESENTIAL,2
80319,3202,PRESENTIAL,3
80430,3220,PRESENTIAL,2
80472,3220,PRESENTIAL,1
80485,3202,PRODUCTIVE,12
80222,3201,PRODUCTIVE,13
80246,3202,PRODUCTIVE,4
80350,3202,PRODUCTIVE,1
80345,0058,PRESENTIAL,3
80367,3202,PRODUCTIVE,3
80414,3202,PRODUCTIVE,0
80298,3220,PRESENTIAL,4
80251,3201,PRESENTIAL,3
80250,3201,PRESENTIAL,3
80481,3202,PRESENTIAL,5
80238,3202,PRESENTIAL,3
80324,3201,PRESENTIAL,2
80308,0058,PRODUCTIVE,54
80288,3220,PRODUCTIVE,16
80274,3220,PRESENTIAL,23
80484,3202,PRODUCTIVE,3
80338,3202,PRESENTIAL,28
80326,3202,PRESENTIAL,1
80335,3220,PRESENTIAL,1
80319,3202,PRODUCTIVE,2
80409,3202,PRODUCTIVE,0
80290,3201,PRODUCTIVE,9
80297,3201,PRESENTIAL,1
80253,3202,PRODUCTIVE,53
80552,3220,PRODUCTIVE,5
80529,3201,PRESENTIAL,2
80500,0058,PRESENTIAL,3
80507,3202,PRODUCTIVE,7
80227,3202,PRODUCTIVE,5
80249,3201,PRODUCTIVE,4
80246,3202,PRESENTIAL,6
80327,3201,PRODUCTIVE,8
80292,3202,PRESENTIAL,1
80298,3220,PRODUCTIVE,7
80417,3202,PRESENTIAL,18
80418,3220,PRODUCTIVE,0
80364,0058,PRESENTIAL,7
80354,3201,PRESENTIAL,3
80273,3202,PRESENTIAL,2
80533,0058,PRESENTIAL,123
80526,3202,PRESENTIAL,2
80501,3201,PRESENTIAL,4
80474,3220,PRODUCTIVE,7
80318,3202,PRODUCTIVE,28
80320,3202,PRESENTIAL,2
80239,3220,PRESENTIAL,2
80420,3202,PRESENTIAL,1
80407,3202,PRESENTIAL,5
80351,3202,PRODUCTIVE,1
80348,3202,PRODUCTIVE,1
80353,3220,PRESENTIAL,2
80352,3202,PRODUCTIVE,0
80295,3202,PRODUCTIVE,7
80304,3220,PRESENTIAL,1
80436,3202,PRODUCTIVE,5
80435,3220,PRODUCTIVE,0
80540,3202,PRESENTIAL,3
80497,3201,PRODUCTIVE,0
80499,3202,PRESENTIAL,2
80522,3202,PRODUCTIVE,2
80477,3201,PRESENTIAL,1
80466,3202,PRESENTIAL,2
80489,3202,PRESENTIAL,146
80332,3201,PRODUCTIVE,9
80413,3220,PRODUCTIVE,2
80406,3201,PRODUCTIVE,12
80415,3202,PRESENTIAL,21
80554,3202,PRESENTIAL,20
80285,3202,PRODUCTIVE,7
80446,3201,PRESENTIAL,12
80270,3202,PRODUCTIVE,0
80253,3202,PRESENTIAL,186
80245,3202,PRODUCTIVE,6
80339,3202,PRODUCTIVE,1
80321,3202,PRESENTIAL,2
80516,3220,PRESENTIAL,2
80475,3220,PRESENTIAL,1
80494,3202,PRESENTIAL,4
80543,3201,PRESENTIAL,2
80556,3201,PRODUCTIVE,6
80347,3202,PRESENTIAL,2
80294,3220,PRESENTIAL,1
80463,3202,PRODUCTIVE,7
80464,3201,PRODUCTIVE,1
80231,3202,PRODUCTIVE,5
80228,3201,PRESENTIAL,104
80321,3202,PRODUCTIVE,0
80315,3202,PRODUCTIVE,2
80337,3202,PRODUCTIVE,1
80335,3220,PRODUCTIVE,8
80502,3201,PRODUCTIVE,3
80466,3202,PRODUCTIVE,0
80312,3220,PRODUCTIVE,7
80555,3220,PRODUCTIVE,6
80425,3202,PRESENTIAL,1
80408,3202,PRESENTIAL,1
80354,3201,PRODUCTIVE,1
80358,3202,PRODUCTIVE,1
80443,3202,PRODUCTIVE,30
80511,3202,PRESENTIAL,1
80336,3201,PRESENTIAL,1
80480,3201,PRESENTIAL,2
80479,3202,PRODUCTIVE,7
80412,3202,PRESENTIAL,3
80456,3202,PRODUCTIVE,12
80449,3202,PRODUCTIVE,0
80530,3202,PRESENTIAL,7
80533,0058,PRODUCTIVE,11
80258,3220,PRESENTIAL,2
80280,3201,PRODUCTIVE,2
80303,3201,PRODUCTIVE,7
80349,3202,PRODUCTIVE,3
80497,3201,PRESENTIAL,2
80495,3202,PRODUCTIVE,8
80498,3202,PRESENTIAL,8
80244,3201,PRESENTIAL,1
80334,3202,PRODUCTIVE,1
80444,3201,PRODUCTIVE,6
80453,3202,PRESENTIAL,2
80423,3202,PRESENTIAL,3
80294,3220,PRODUCTIVE,0
80307,3220,PRODUCTIVE,2
80521,3220,PRESENTIAL,1
80499,3202,PRODUCTIVE,5
80336,3201,PRODUCTIVE,3
80360,0058,PRODUCTIVE,25
80541,3202,PRESENTIAL,1
80546,3201,PRESENTIAL,9
80535,3202,PRODUCTIVE,0
80256,3202,PRODUCTIVE,4
80440,3201,PRESENTIAL,1
80461,3202,PRESENTIAL,7
80437,3201,PRESENTIAL,1
80422,3201,PRODUCTIVE,6
80307,3220,PRESENTIAL,4
80304,3220,PRODUCTIVE,3
80299,3202,PRESENTIAL,4
80237,3202,PRODUCTIVE,2
80249,3201,PRESENTIAL,5
80326,3202,PRODUCTIVE,2
80330,3201,PRESENTIAL,1
80535,3202,PRESENTIAL,1
80345,0058,PRODUCTIVE,8
80367,3202,PRESENTIAL,3
80438,3220,PRESENTIAL,7
80482,3201,PRESENTIAL,1
80472,3220,PRODUCTIVE,10
80428,3220,PRESENTIAL,1
80422,3201,PRESENTIAL,8
80288,3220,PRESENTIAL,12
80242,3202,PRESENTIAL,5
80229,3202,PRODUCTIVE,1
80505,3202,PRODUCTIVE,5
80523,3202,PRESENTIAL,26
80325,3220,PRESENTIAL,1
80442,3220,PRESENTIAL,10
80460,3202,PRESENTIAL,1
80260,3201,PRODUCTIVE,5
80545,3202,PRODUCTIVE,6
80350,3202,PRESENTIAL,5
80368,0058,PRODUCTIVE,61
80429,3202,PRESENTIAL,4
80476,3201,PRODUCTIVE,1
80524,3202,PRESENTIAL,3
80504,3202,PRODUCTIVE,1
80503,3202,PRESENTIAL,3
80296,3202,PRESENTIAL,6
80283,3202,PRODUCTIVE,0
80306,3202,PRESENTIAL,2
80284,3220,PRESENTIAL,6
80450,3201,PRESENTIAL,2
80434,3220,PRODUCTIVE,3
80263,3202,PRODUCTIVE,0
80271,3220,PRESENTIAL,14
80262,3201,PRESENTIAL,6
80267,3220,PRODUCTIVE,1
80366,3202,PRODUCTIVE,4
80404,3220,PRESENTIAL,3
80429,3202,PRODUCTIVE,2
80488,3202,PRODUCTIVE,6
80463,3202,PRESENTIAL,9
80458,3202,PRODUCTIVE,3
80435,3220,PRESENTIAL,1
80340,3202,PRESENTIAL,1
80250,3201,PRODUCTIVE,5
80271,3220,PRODUCTIVE,6
80346,3202,PRESENTIAL,3
80344,3201,PRESENTIAL,2
80522,3202,PRESENTIAL,2
80520,3202,PRESENTIAL,1
80465,3220,PRODUCTIVE,2
80462,3201,PRESENTIAL,5
80464,3201,PRESENTIAL,16
80247,3220,PRESENTIAL,8
80228,3201,PRODUCTIVE,47
80226,3220,PRESENTIAL,4
80292,3202,PRODUCTIVE,2
80305,3202,PRESENTIAL,6
80278,3202,PRODUCTIVE,3
80262,3201,PRODUCTIVE,1
80450,3201,PRODUCTIVE,2
80451,3202,PRODUCTIVE,1
80366,3202,PRESENTIAL,5
80359,3202,PRODUCTIVE,9
80536,3220,PRESENTIAL,3
80550,3202,PRODUCTIVE,0
80489,3202,PRODUCTIVE,45
80231,3202,PRESENTIAL,3
80548,3201,PRESENTIAL,4
80421,3202,PRESENTIAL,4
80403,3202,PRODUCTIVE,0
80437,3201,PRODUCTIVE,1
80479,3202,PRESENTIAL,9
80488,3202,PRESENTIAL,29
80470,3202,PRODUCTIVE,4
80505,3202,PRESENTIAL,8
80515,3202,PRODUCTIVE,1
80338,3202,PRODUCTIVE,11
80341,3202,PRESENTIAL,4
80340,3202,PRODUCTIVE,1
80332,3201,PRESENTIAL,6
80314,3202,PRESENTIAL,1
80248,3201,PRESENTIAL,1
80453,3202,PRODUCTIVE,3
80438,3220,PRODUCTIVE,11
80267,3220,PRESENTIAL,2
80268,3201,PRODUCTIVE,2
80482,3201,PRODUCTIVE,0
80487,3220,PRODUCTIVE,2
80481,3202,PRODUCTIVE,5
80352,3202,PRESENTIAL,2
80542,3220,PRODUCTIVE,11
80285,3202,PRESENTIAL,4
80317,3202,PRODUCTIVE,2
80281,3201,PRODUCTIVE,2
80268,3201,PRESENTIAL,7
80281,3201,PRESENTIAL,2
80430,3220,PRODUCTIVE,2
80477,3201,PRODUCTIVE,2
80343,3201,PRODUCTIVE,2
80355,3201,PRODUCTIVE,3
80548,3201,PRODUCTIVE,2
80546,3201,PRODUCTIVE,3
80503,3202,PRODUCTIVE,4
80282,3201,PRODUCTIVE,0
80223,3202,PRODUCTIVE,2
80240,3220,PRESENTIAL,18
80461,3202,PRODUCTIVE,2
80434,3220,PRESENTIAL,2
80469,3202,PRESENTIAL,2
80486,3201,PRESENTIAL,6
80424,3202,PRESENTIAL,7
80410,3220,PRODUCTIVE,34
80405,3202,PRODUCTIVE,1
80420,3202,PRODUCTIVE,1
80416,3202,PRODUCTIVE,6
80273,3202,PRODUCTIVE,7
80300,3220,PRODUCTIVE,3
80297,3201,PRODUCTIVE,1
80347,3202,PRODUCTIVE,0
80519,3220,PRESENTIAL,5
80515,3202,PRESENTIAL,2
80225,3202,PRODUCTIVE,0
80337,3202,PRESENTIAL,4
80537,3201,PRESENTIAL,1
80549,3202,PRESENTIAL,9
80443,3202,PRESENTIAL,29
80458,3202,PRESENTIAL,2
80426,3202,PRESENTIAL,8
80300,3220,PRESENTIAL,2
80299,3202,PRODUCTIVE,2
80291,3202,PRODUCTIVE,2
80519,3220,PRODUCTIVE,10
80501,3201,PRODUCTIVE,3
80245,3202,PRESENTIAL,0
80232,3202,PRODUCTIVE,3
80238,3202,PRODUCTIVE,3
80244,3201,PRODUCTIVE,2
80356,3201,PRESENTIAL,1
80344,3201,PRODUCTIVE,1
80411,3202,PRESENTIAL,4
80418,3220,PRESENTIAL,2
80531,3202,PRESENTIAL,1
80313,3220,PRODUCTIVE,7
80331,3201,PRODUCTIVE,1
80487,3220,PRESENTIAL,1
80264,3202,PRESENTIAL,3
80252,3220,PRODUCTIVE,7
80274,3220,PRODUCTIVE,11
80342,3202,PRESENTIAL,1
80361,3201,PRODUCTIVE,2
80513,3202,PRODUCTIVE,0
80514,3202,PRESENTIAL,2
80423,3202,PRODUCTIVE,3
80408,3202,PRODUCTIVE,1
80312,3220,PRESENTIAL,4
80224,3220,PRODUCTIVE,2
80445,3202,PRODUCTIVE,1
80433,3202,PRODUCTIVE,0
80329,3202,PRESENTIAL,2
80322,3202,PRODUCTIVE,3
80405,3202,PRESENTIAL,6
80431,3202,PRODUCTIVE,5
80284,3220,PRODUCTIVE,13
80526,3202,PRODUCTIVE,5
80542,3220,PRESENTIAL,7
80235,0058,PRESENTIAL,6
80460,3202,PRODUCTIVE,5
80442,3220,PRODUCTIVE,17
80495,3202,PRESENTIAL,7
80493,3202,PRESENTIAL,2
80478,3202,PRESENTIAL,2
80468,3202,PRODUCTIVE,2
80486,3201,PRODUCTIVE,4
80269,3201,PRODUCTIVE,3
80527,0058,PRESENTIAL,3
80498,3202,PRODUCTIVE,6
80521,3220,PRODUCTIVE,8
80342,3202,PRODUCTIVE,4
80351,3202,PRESENTIAL,4
80295,3202,PRESENTIAL,5
80409,3202,PRESENTIAL,4
80241,3202,PRODUCTIVE,5
80243,3202,PRESENTIAL,2
80462,3201,PRODUCTIVE,5
80432,3202,PRESENTIAL,2
80485,3202,PRESENTIAL,11
80490,3202,PRESENTIAL,4
80329,3202,PRODUCTIVE,1
80339,3202,PRESENTIAL,1
80316,3202,PRESENTIAL,22
80261,3202,PRESENTIAL,168
80266,3202,PRESENTIAL,6
80279,3220,PRESENTIAL,10
80276,3202,PRESENTIAL,4
80436,3202,PRESENTIAL,4
80512,3201,PRESENTIAL,10
80301,3202,PRODUCTIVE,3
80301,3202,PRESENTIAL,2
80236,3202,PRODUCTIVE,11
80223,3202,PRESENTIAL,2
80469,3202,PRODUCTIVE,1
80331,3201,PRESENTIAL,4
80269,3201,PRESENTIAL,2
80252,3220,PRESENTIAL,1
80552,3220,PRESENTIAL,6
80291,3202,PRESENTIAL,2
80431,3202,PRESENTIAL,8
80509,3220,PRESENTIAL,5
80496,3201,PRODUCTIVE,3
80520,3202,PRODUCTIVE,3
80517,3202,PRODUCTIVE,3
80357,3202,PRESENTIAL,1
80349,3202,PRESENTIAL,1
80474,3220,PRESENTIAL,2
80333,3201,PRESENTIAL,95
80530,3202,PRODUCTIVE,0
80544,3202,PRODUCTIVE,1
80525,3202,PRESENTIAL,2
80459,3201,PRODUCTIVE,1
80433,3202,PRESENTIAL,1
80258,3220,PRODUCTIVE,1
80251,3201,PRODUCTIVE,3
80511,3202,PRODUCTIVE,0
80290,3201,PRESENTIAL,5
80311,3202,PRODUCTIVE,1
80427,3202,PRESENTIAL,5
80369,3202,PRESENTIAL,3
80236,3202,PRESENTIAL,4
80473,3202,PRESENTIAL,2
80465,3220,PRESENTIAL,4
80467,3202,PRESENTIAL,1
80493,3202,PRODUCTIVE,11
80525,3202,PRODUCTIVE,4
80317,3202,PRESENTIAL,2
80411,3202,PRODUCTIVE,2
80545,3202,PRESENTIAL,5
80528,3202,PRESENTIAL,1
80278,3202,PRESENTIAL,3
80282,3201,PRESENTIAL,5
80302,3202,PRESENTIAL,3
80333,3201,PRODUCTIVE,9
80322,3202,PRESENTIAL,3
80415,3202,PRODUCTIVE,20
80365,3202,PRESENTIAL,3
80362,0058,PRODUCTIVE,3
80242,3202,PRODUCTIVE,5
80455,3202,PRESENTIAL,1
80455,3202,PRODUCTIVE,0
80456,3202,PRESENTIAL,4
80490,3202,PRODUCTIVE,2
80480,3201,PRODUCTIVE,3
80468,3202,PRESENTIAL,1
80504,3202,PRESENTIAL,1
80272,3220,PRODUCTIVE,1
80264,3202,PRODUCTIVE,0
80272,3220,PRESENTIAL,2
80359,3202,PRESENTIAL,3
80353,3220,PRODUCTIVE,2
80537,3201,PRODUCTIVE,3
80550,3202,PRESENTIAL,1
80540,3202,PRODUCTIVE,2
80310,3202,PRODUCTIVE,6
80243,3202,PRODUCTIVE,1
80500,0058,PRODUCTIVE,12
80513,3202,PRESENTIAL,3
80348,3202,PRESENTIAL,1
80538,3220,PRESENTIAL,1
80547,3202,PRESENTIAL,1
80554,3202,PRODUCTIVE,7
80412,3202,PRODUCTIVE,3
80230,3220,PRESENTIAL,2
80452,3202,PRODUCTIVE,4
80276,3202,PRODUCTIVE,4
80516,3220,PRODUCTIVE,3
80543,3201,PRODUCTIVE,2
80467,3202,PRODUCTIVE,5
80491,3202,PRODUCTIVE,0
80330,3201,PRODUCTIVE,2
80311,3202,PRESENTIAL,2
80303,3201,PRESENTIAL,14
80306,3202,PRODUCTIVE,2
80428,3220,PRODUCTIVE,2
80416,3202,PRESENTIAL,6
80229,3202,PRESENTIAL,2
80234,3202,PRESENTIAL,21
80275,3220,PRESENTIAL,5
80270,3202,PRESENTIAL,2
80343,3201,PRESENTIAL,1
80355,3201,PRESENTIAL,1
80358,3202,PRESENTIAL,2
80476,3201,PRESENTIAL,2
80484,3202,PRESENTIAL,6
80313,3220,PRESENTIAL,4
80287,3201,PRODUCTIVE,4
80224,3220,PRESENTIAL,1
80234,3202,PRODUCTIVE,6
80445,3202,PRESENTIAL,2
80432,3202,PRODUCTIVE,5
80452,3202,PRESENTIAL,7
80414,3202,PRESENTIAL,1
80421,3202,PRODUCTIVE,3
80410,3220,PRESENTIAL,101
80407,3202,PRODUCTIVE,2
80293,3202,PRESENTIAL,3
80302,3202,PRODUCTIVE,4
80508,3202,PRESENTIAL,1
80356,3201,PRODUCTIVE,0
80364,0058,PRODUCTIVE,6
80357,3202,PRODUCTIVE,3
80494,3202,PRODUCTIVE,3
80475,3220,PRODUCTIVE,3
80227,3202,PRESENTIAL,10
80239,3220,PRODUCTIVE,2
80232,3202,PRESENTIAL,1
80451,3202,PRESENTIAL,1
80528,3202,PRODUCTIVE,0
80425,3202,PRODUCTIVE,3
80406,3201,PRESENTIAL,11
80362,0058,PRESENTIAL,3
80360,0058,PRESENTIAL,31
80316,3202,PRODUCTIVE,9
80523,3202,PRODUCTIVE,21
80518,3201,PRODUCTIVE,6
80310,3202,PRESENTIAL,6
80279,3220,PRODUCTIVE,9
80527,0058,PRODUCTIVE,5
80446,3201,PRODUCTIVE,2
80404,3220,PRODUCTIVE,3
80403,3202,PRESENTIAL,3
80478,3202,PRODUCTIVE,0
80235,0058,PRODUCTIVE,10
80230,3220,PRODUCTIVE,7
80496,3201,PRESENTIAL,3
80509,3220,PRODUCTIVE,8
80263,3202,PRESENTIAL,2
80305,3202,PRODUCTIVE,0
80553,3202,PRODUCTIVE,0
80426,3202,PRODUCTIVE,4
80318,3202,PRESENTIAL,86
80325,3220,PRODUCTIVE,1
80555,3220,PRESENTIAL,7
80529,3201,PRODUCTIVE,4
80544,3202,PRESENTIAL,2
80502,3201,PRESENTIAL,1
80259,3202,PRESENTIAL,1
80265,0058,PRESENTIAL,6
80369,3202,PRODUCTIVE,0
80283,3202,PRESENTIAL,2
80308,0058,PRESENTIAL,41
80556,3201,PRESENTIAL,6
80470,3202,PRESENTIAL,1
80225,3202,PRESENTIAL,3
80241,3202,PRESENTIAL,16
80440,3201,PRODUCTIVE,2
80265,0058,PRODUCTIVE,7
80266,3202,PRODUCTIVE,2
80293,3202,PRODUCTIVE,4
80320,3202,PRODUCTIVE,1
80314,3202,PRODUCTIVE,2
80553,3202,PRESENTIAL,1
80439,3202,PRESENTIAL,2
80449,3202,PRESENTIAL,2
80226,3220,PRODUCTIVE,8
80524,3202,PRODUCTIVE,3
80280,3201,PRESENTIAL,1
80315,3202,PRESENTIAL,10
80413,3220,PRESENTIAL,1
80427,3202,PRODUCTIVE,2
80424,3202,PRODUCTIVE,2
80459,3201,PRESENTIAL,1
80365,3202,PRODUCTIVE,2
80233,3202,PRODUCTIVE,3
80248,3201,PRODUCTIVE,5
80275,3220,PRODUCTIVE,2
80261,3202,PRODUCTIVE,85
80518,3201,PRESENTIAL,5
80541,3202,PRODUCTIVE,4
80547,3202,PRODUCTIVE,4
80549,3202,PRODUCTIVE,7
80328,3201,PRODUCTIVE,2
80324,3201,PRODUCTIVE,4
80328,3201,PRESENTIAL,6
80417,3202,PRODUCTIVE,14
80368,0058,PRESENTIAL,109
80346,3202,PRODUCTIVE,0
80491,3202,PRESENTIAL,1
80531,3202,PRODUCTIVE,2
80536,3220,PRODUCTIVE,2
80538,3220,PRODUCTIVE,3
80514,3202,PRODUCTIVE,1
80444,3201,PRESENTIAL,10
80334,3202,PRESENTIAL,1
80233,3202,PRESENTIAL,2
80361,3201,PRESENTIAL,1
80341,3202,PRODUCTIVE,4
80256,3202,PRESENTIAL,17
80296,3202,PRODUCTIVE,6
80507,3202,PRESENTIAL,12
80512,3201,PRODUCTIVE,2
80517,3202,PRESENTIAL,4
80508,3202,PRODUCTIVE,1
80439,3202,PRODUCTIVE,4
80473,3202,PRODUCTIVE,2
80570,3202,PRESENTIAL,80
80584,3202,PRESENTIAL,8
80601,3220,PRODUCTIVE,4
80602,3202,PRODUCTIVE,2
80617,3202,PRODUCTIVE,1
80571,3202,PRESENTIAL,3
80662,3201,PRESENTIAL,3
80702,3202,PRESENTIAL,19
80706,3202,PRODUCTIVE,0
80679,3220,PRODUCTIVE,4
80685,3202,PRODUCTIVE,83
80605,3220,PRESENTIAL,2
80599,3201,PRODUCTIVE,4
80613,0058,PRESENTIAL,11
80723,3202,PRESENTIAL,4
80723,3202,PRODUCTIVE,5
80672,3202,PRESENTIAL,6
80770,0058,PRODUCTIVE,3
80630,3202,PRESENTIAL,73
80632,3202,PRODUCTIVE,6
80568,3220,PRESENTIAL,5
80568,3220,PRODUCTIVE,3
80681,3202,PRESENTIAL,3
80801,3220,PRODUCTIVE,11
80722,3202,PRODUCTIVE,4
80741,3220,PRESENTIAL,1
80709,3201,PRESENTIAL,3
81007,7602,PRESENTIAL,1
80606,3201,PRESENTIAL,47
80674,3202,PRODUCTIVE,49
80746,3202,PRODUCTIVE,13
80760,0058,PRODUCTIVE,1
80625,3202,PRODUCTIVE,6
80647,3202,PRESENTIAL,2
80802,3220,PRODUCTIVE,7
80823,3202,PRESENTIAL,2
80583,3202,PRODUCTIVE,0
80708,3202,PRESENTIAL,4
80767,3201,PRODUCTIVE,3
81020,7602,PRESENTIAL,3
80836,3201,PRODUCTIVE,1
81005,7610,PRODUCTIVE,12
80649,3201,PRODUCTIVE,19
80658,3220,PRESENTIAL,2
80802,3220,PRESENTIAL,7
80813,3202,PRODUCTIVE,0
80644,3202,PRODUCTIVE,7
80688,3201,PRESENTIAL,104
80693,3202,PRODUCTIVE,5
80561,3202,PRESENTIAL,157
80783,3201,PRODUCTIVE,4
80607,3202,PRESENTIAL,1
80618,3201,PRODUCTIVE,5
80759,3202,PRESENTIAL,7
80757,3202,PRESENTIAL,2
80765,3201,PRODUCTIVE,6
81005,7610,PRESENTIAL,7
81006,7610,PRODUCTIVE,3
81019,7602,PRODUCTIVE,3
80740,3202,PRESENTIAL,2
80829,3220,PRODUCTIVE,2
80815,3201,PRODUCTIVE,25
80650,3202,PRESENTIAL,22
80649,3201,PRESENTIAL,63
80642,3202,PRODUCTIVE,4
81008,7602,PRODUCTIVE,4
80607,3202,PRODUCTIVE,1
80603,0058,PRODUCTIVE,2
80614,3202,PRESENTIAL,1
80586,3201,PRODUCTIVE,0
80808,3201,PRESENTIAL,7
80814,3202,PRESENTIAL,6
80815,3201,PRESENTIAL,12
80769,3202,PRESENTIAL,4
80743,3202,PRESENTIAL,1
80732,3201,PRODUCTIVE,5
80797,3202,PRODUCTIVE,2
80635,3201,PRODUCTIVE,11
80620,3220,PRODUCTIVE,113
80634,3202,PRESENTIAL,6
80631,3201,PRODUCTIVE,2
80630,3202,PRODUCTIVE,24
80645,3202,PRESENTIAL,8
80635,3201,PRESENTIAL,22
80664,3220,PRODUCTIVE,3
80694,3202,PRESENTIAL,7
81021,7610,PRESENTIAL,95
80591,3201,PRODUCTIVE,3
80658,3220,PRODUCTIVE,4
80654,3201,PRESENTIAL,5
80796,3201,PRODUCTIVE,1
80754,3202,PRODUCTIVE,9
80737,3220,PRESENTIAL,1
80738,3202,PRODUCTIVE,0
80642,3202,PRESENTIAL,5
80626,3202,PRODUCTIVE,2
80701,3220,PRESENTIAL,4
80705,3202,PRESENTIAL,1
80585,3220,PRESENTIAL,51
80579,3220,PRODUCTIVE,6
81001,7610,PRODUCTIVE,6
81011,7602,PRESENTIAL,17
80835,3202,PRODUCTIVE,0
80602,3202,PRESENTIAL,5
80676,3202,PRODUCTIVE,4
80762,3220,PRESENTIAL,5
80752,3202,PRODUCTIVE,1
80744,3201,PRESENTIAL,1
80776,3202,PRESENTIAL,4
80787,3201,PRODUCTIVE,1
80777,3202,PRODUCTIVE,2
80787,3201,PRESENTIAL,1
80716,3201,PRESENTIAL,26
80680,3202,PRESENTIAL,80
80569,3202,PRESENTIAL,6
80587,3201,PRESENTIAL,1
80591,3201,PRESENTIAL,1
80598,3201,PRESENTIAL,26
80597,0058,PRODUCTIVE,7
81025,7602,PRESENTIAL,3
81004,7602,PRESENTIAL,1712
80666,3202,PRESENTIAL,1
80659,3202,PRODUCTIVE,5
80748,3220,PRODUCTIVE,5
80766,3202,PRESENTIAL,5
80758,3202,PRESENTIAL,2
80698,3202,PRESENTIAL,3
80737,3220,PRODUCTIVE,1
80628,3202,PRODUCTIVE,5
80560,3202,PRESENTIAL,1
80558,3202,PRESENTIAL,2
80677,3220,PRODUCTIVE,18
80619,3202,PRESENTIAL,4
80588,3201,PRODUCTIVE,2
81014,7610,PRODUCTIVE,9
81023,7610,PRODUCTIVE,3
80791,3202,PRODUCTIVE,5
80800,3202,PRODUCTIVE,1
80680,3202,PRODUCTIVE,34
80562,3202,PRODUCTIVE,1
80742,3202,PRESENTIAL,1
80779,3201,PRODUCTIVE,17
80785,3202,PRODUCTIVE,2
80596,3202,PRESENTIAL,4
80601,3220,PRESENTIAL,4
80668,3202,PRESENTIAL,3
80668,3202,PRODUCTIVE,1
80657,3202,PRESENTIAL,5
81003,7602,PRESENTIAL,53
80834,0058,PRODUCTIVE,6
80703,3202,PRODUCTIVE,1
80697,3202,PRODUCTIVE,1
80685,3202,PRESENTIAL,196
80773,3202,PRESENTIAL,1
80771,3220,PRODUCTIVE,0
80754,3202,PRESENTIAL,5
80806,3201,PRESENTIAL,5
80811,3220,PRESENTIAL,3
80621,3220,PRODUCTIVE,8
80640,3202,PRODUCTIVE,3
80667,3202,PRODUCTIVE,1
80592,3202,PRESENTIAL,3
80600,3201,PRESENTIAL,9
80618,3201,PRESENTIAL,13
80790,3202,PRESENTIAL,3
80785,3202,PRESENTIAL,3
80775,0058,PRESENTIAL,4
80687,3202,PRODUCTIVE,0
80582,3202,PRESENTIAL,9
80738,3202,PRESENTIAL,2
81022,7625,PRODUCTIVE,5
80746,3202,PRESENTIAL,17
80747,3220,PRESENTIAL,1
80744,3201,PRODUCTIVE,2
80757,3202,PRODUCTIVE,2
80827,0058,PRESENTIAL,23
80595,3202,PRESENTIAL,2
80592,3202,PRODUCTIVE,2
80774,3202,PRESENTIAL,2
80773,3202,PRODUCTIVE,1
80692,3201,PRODUCTIVE,12
81016,7610,PRODUCTIVE,0
81019,7602,PRESENTIAL,1
81009,7602,PRODUCTIVE,1
80665,3201,PRESENTIAL,4
80724,3202,PRESENTIAL,43
80719,3202,PRESENTIAL,0
80719,3202,PRODUCTIVE,1
80741,3220,PRODUCTIVE,17
80627,3202,PRESENTIAL,11
80625,3202,PRESENTIAL,14
80781,3202,PRODUCTIVE,3
80576,3220,PRODUCTIVE,3
80616,3220,PRODUCTIVE,3
80733,3202,PRESENTIAL,2
81023,7610,PRESENTIAL,2
81017,7602,PRESENTIAL,4
80655,3201,PRESENTIAL,6
80820,3202,PRESENTIAL,14
80574,3201,PRESENTIAL,4
80577,3202,PRESENTIAL,1
80565,3202,PRODUCTIVE,2
