target_year,ZE2020,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
2012,7605,60.0,105.0,224.0,15.0,19.0,15.0,122.0,74.0,89.0,723.0
2013,7605,53.0,96.0,200.0,17.0,10.0,15.0,96.0,71.0,77.0,635.0
2014,7605,64.0,113.0,191.0,10.0,16.0,16.0,107.0,87.0,81.0,685.0
2015,7605,50.0,85.0,207.0,14.0,10.0,12.0,96.0,70.0,71.0,615.0
2016,7605,43.0,91.0,215.0,16.0,11.0,18.0,105.0,74.0,72.0,645.0
2017,7605,48.0,82.0,215.0,15.0,14.0,8.0,112.0,68.0,60.0,622.0
2018,7605,36.0,96.0,229.0,20.0,11.0,10.0,91.0,69.0,79.0,641.0
2019,7605,67.0,92.0,242.0,16.0,26.0,22.0,156.0,98.0,110.0,829.0
2020,7605,81.0,117.0,274.0,21.0,17.0,12.0,159.0,77.0,108.0,866.0
2021,7605,88.0,118.0,328.0,34.0,28.0,32.0,205.0,98.0,145.0,1076.0
2022,7605,94.0,98.0,270.0,43.0,18.0,25.0,251.0,105.0,152.0,1056.0
2023,7605,94.0,100.0,261.0,26.0,26.0,50.0,294.0,95.0,124.0,1070.0
2024,7605,131.0,92.0,335.0,43.0,29.0,61.0,274.0,112.0,140.0,1217.0
2025,7605,96.0,95.0,348.0,46.0,25.0,56.0,259.0,113.0,160.0,1198.0
2012,7606,159.0,549.0,870.0,66.0,74.0,85.0,406.0,234.0,285.0,2728.0
2013,7606,163.0,468.0,937.0,49.0,55.0,81.0,401.0,239.0,262.0,2655.0
2014,7606,216.0,438.0,941.0,56.0,60.0,79.0,427.0,306.0,246.0,2769.0
2015,7606,191.0,386.0,919.0,60.0,62.0,73.0,382.0,319.0,236.0,2628.0
2016,7606,164.0,435.0,866.0,39.0,65.0,92.0,373.0,280.0,255.0,2569.0
2017,7606,181.0,422.0,924.0,47.0,50.0,109.0,415.0,271.0,266.0,2685.0
2018,7606,191.0,446.0,981.0,73.0,58.0,142.0,450.0,281.0,284.0,2906.0
2019,7606,197.0,524.0,1030.0,64.0,100.0,181.0,524.0,316.0,350.0,3286.0
2020,7606,193.0,535.0,1110.0,89.0,72.0,187.0,571.0,298.0,335.0,3390.0
2021,7606,314.0,587.0,1296.0,119.0,101.0,252.0,745.0,401.0,430.0,4245.0
2022,7606,274.0,597.0,1099.0,127.0,124.0,281.0,833.0,393.0,541.0,4269.0
2023,7606,307.0,612.0,1183.0,141.0,111.0,250.0,981.0,380.0,468.0,4433.0
2024,7606,370.0,599.0,1357.0,161.0,121.0,246.0,1050.0,415.0,577.0,4896.0
2025,7606,367.0,517.0,1486.0,160.0,91.0,254.0,1072.0,464.0,568.0,4979.0
2012,7607,87.0,123.0,255.0,15.0,9.0,32.0,147.0,87.0,109.0,864.0
2013,7607,83.0,127.0,258.0,15.0,17.0,8.0,131.0,75.0,86.0,800.0
2014,7607,77.0,124.0,253.0,22.0,17.0,21.0,132.0,102.0,100.0,848.0
2015,7607,74.0,93.0,242.0,19.0,20.0,16.0,118.0,87.0,105.0,774.0
2016,7607,61.0,96.0,268.0,22.0,17.0,14.0,134.0,80.0,95.0,787.0
2017,7607,88.0,74.0,232.0,9.0,11.0,20.0,147.0,110.0,87.0,778.0
2018,7607,81.0,94.0,277.0,27.0,9.0,22.0,159.0,99.0,117.0,885.0
2019,7607,90.0,100.0,327.0,31.0,24.0,28.0,165.0,98.0,135.0,998.0
2020,7607,112.0,122.0,311.0,27.0,21.0,34.0,230.0,92.0,107.0,1056.0
2021,7607,150.0,140.0,352.0,34.0,25.0,44.0,252.0,128.0,164.0,1289.0
2022,7607,160.0,132.0,313.0,40.0,17.0,39.0,273.0,110.0,154.0,1238.0
2023,7607,188.0,110.0,275.0,35.0,24.0,42.0,275.0,98.0,163.0,1210.0
2024,7607,199.0,122.0,341.0,42.0,25.0,63.0,297.0,129.0,161.0,1379.0
2025,7607,180.0,93.0,385.0,68.0,21.0,58.0,292.0,141.0,130.0,1368.0
2012,7608,153.0,300.0,592.0,50.0,35.0,71.0,280.0,167.0,242.0,1890.0
2013,7608,167.0,278.0,658.0,34.0,40.0,33.0,254.0,266.0,197.0,1927.0
2014,7608,152.0,294.0,645.0,35.0,30.0,38.0,263.0,216.0,190.0,1863.0
2015,7608,156.0,239.0,639.0,32.0,31.0,38.0,251.0,211.0,190.0,1787.0
2016,7608,163.0,240.0,722.0,44.0,43.0,52.0,243.0,257.0,192.0,1956.0
2017,7608,143.0,246.0,656.0,46.0,48.0,63.0,285.0,225.0,219.0,1931.0
2018,7608,168.0,264.0,624.0,56.0,43.0,101.0,321.0,262.0,268.0,2107.0
2019,7608,239.0,332.0,687.0,58.0,39.0,94.0,430.0,257.0,271.0,2407.0
2020,7608,250.0,275.0,773.0,67.0,58.0,74.0,444.0,248.0,252.0,2441.0
2021,7608,293.0,293.0,943.0,96.0,54.0,123.0,509.0,273.0,331.0,2915.0
2022,7608,343.0,313.0,840.0,81.0,98.0,111.0,593.0,272.0,387.0,3038.0
2023,7608,311.0,314.0,707.0,98.0,82.0,126.0,582.0,264.0,389.0,2873.0
2024,7608,400.0,325.0,847.0,108.0,78.0,145.0,704.0,298.0,384.0,3289.0
2025,7608,382.0,310.0,881.0,118.0,61.0,154.0,760.0,300.0,426.0,3392.0
2012,7609,40.0,118.0,221.0,15.0,10.0,18.0,100.0,49.0,85.0,656.0
2013,7609,64.0,103.0,188.0,11.0,9.0,13.0,103.0,58.0,75.0,624.0
2014,7609,42.0,99.0,213.0,6.0,16.0,13.0,97.0,70.0,56.0,612.0
2015,7609,42.0,83.0,200.0,13.0,8.0,7.0,70.0,64.0,61.0,548.0
2016,7609,60.0,81.0,210.0,13.0,13.0,34.0,99.0,65.0,51.0,626.0
2017,7609,56.0,72.0,196.0,8.0,16.0,10.0,85.0,65.0,63.0,571.0
2018,7609,63.0,81.0,193.0,8.0,10.0,12.0,90.0,73.0,98.0,628.0
2019,7609,88.0,90.0,234.0,13.0,12.0,12.0,124.0,86.0,85.0,744.0
2020,7609,112.0,88.0,250.0,12.0,12.0,32.0,158.0,61.0,89.0,814.0
2021,7609,143.0,98.0,270.0,19.0,19.0,37.0,150.0,85.0,127.0,948.0
2022,7609,169.0,110.0,260.0,28.0,25.0,54.0,172.0,81.0,125.0,1024.0
2023,7609,196.0,104.0,243.0,42.0,22.0,41.0,200.0,77.0,132.0,1057.0
2024,7609,183.0,112.0,251.0,30.0,23.0,40.0,197.0,71.0,124.0,1031.0
2025,7609,197.0,99.0,291.0,24.0,23.0,39.0,232.0,79.0,123.0,1107.0
2012,7610,111.0,190.0,362.0,34.0,38.0,54.0,196.0,185.0,153.0,1323.0
2013,7610,152.0,159.0,414.0,28.0,23.0,30.0,148.0,153.0,148.0,1255.0
2014,7610,164.0,169.0,378.0,31.0,44.0,31.0,192.0,194.0,142.0,1345.0
2015,7610,184.0,118.0,358.0,39.0,43.0,29.0,206.0,162.0,142.0,1281.0
2016,7610,122.0,108.0,370.0,38.0,52.0,46.0,206.0,182.0,107.0,1231.0
2017,7610,121.0,112.0,437.0,30.0,38.0,31.0,223.0,196.0,144.0,1332.0
2018,7610,131.0,140.0,442.0,37.0,31.0,40.0,242.0,213.0,177.0,1453.0
2019,7610,208.0,155.0,538.0,62.0,44.0,47.0,283.0,200.0,218.0,1755.0
2020,7610,227.0,171.0,562.0,51.0,54.0,43.0,283.0,203.0,195.0,1789.0
2021,7610,246.0,217.0,671.0,67.0,59.0,76.0,355.0,233.0,277.0,2201.0
2022,7610,305.0,208.0,533.0,87.0,63.0,92.0,405.0,256.0,329.0,2278.0
2023,7610,327.0,199.0,507.0,105.0,64.0,86.0,486.0,239.0,279.0,2292.0
2024,7610,372.0,215.0,625.0,105.0,68.0,101.0,509.0,231.0,299.0,2525.0
2025,7610,354.0,179.0,584.0,107.0,65.0,101.0,548.0,249.0,294.0,2481.0
2012,7611,113.0,117.0,206.0,15.0,23.0,26.0,108.0,87.0,86.0,781.0
2013,7611,252.0,117.0,246.0,15.0,15.0,24.0,100.0,78.0,85.0,932.0
2014,7611,92.0,114.0,225.0,21.0,14.0,27.0,102.0,107.0,81.0,783.0
2015,7611,194.0,84.0,174.0,11.0,17.0,29.0,93.0,96.0,78.0,776.0
2016,7611,122.0,100.0,217.0,10.0,13.0,18.0,97.0,111.0,76.0,764.0
2017,7611,128.0,79.0,244.0,19.0,13.0,20.0,102.0,88.0,84.0,777.0
2018,7611,135.0,90.0,267.0,16.0,19.0,24.0,127.0,73.0,105.0,856.0
2019,7611,186.0,127.0,272.0,29.0,20.0,36.0,146.0,109.0,107.0,1032.0
2020,7611,197.0,116.0,307.0,20.0,13.0,33.0,190.0,112.0,113.0,1101.0
2021,7611,264.0,118.0,301.0,29.0,23.0,42.0,200.0,133.0,141.0,1251.0
2022,7611,313.0,119.0,331.0,27.0,21.0,45.0,221.0,122.0,169.0,1368.0
2023,7611,231.0,115.0,342.0,30.0,28.0,41.0,232.0,126.0,187.0,1332.0
2024,7611,223.0,117.0,286.0,35.0,15.0,55.0,247.0,143.0,154.0,1275.0
2025,7611,280.0,106.0,330.0,38.0,21.0,69.0,285.0,127.0,179.0,1435.0
2012,7612,153.0,275.0,367.0,37.0,24.0,47.0,216.0,160.0,171.0,1450.0
2013,7612,163.0,241.0,392.0,20.0,37.0,44.0,176.0,167.0,126.0,1366.0
2014,7612,142.0,205.0,434.0,33.0,24.0,36.0,165.0,204.0,136.0,1379.0
2015,7612,122.0,149.0,357.0,30.0,29.0,48.0,174.0,150.0,136.0,1195.0
2016,7612,126.0,169.0,399.0,19.0,25.0,38.0,173.0,163.0,145.0,1257.0
2017,7612,126.0,151.0,409.0,23.0,31.0,59.0,181.0,186.0,159.0,1325.0
2018,7612,148.0,171.0,420.0,29.0,30.0,57.0,243.0,166.0,185.0,1449.0
2019,7612,201.0,205.0,451.0,54.0,23.0,72.0,280.0,206.0,219.0,1711.0
2020,7612,201.0,212.0,454.0,41.0,30.0,75.0,309.0,180.0,182.0,1684.0
2021,7612,250.0,237.0,527.0,66.0,41.0,83.0,333.0,221.0,289.0,2047.0
2022,7612,260.0,204.0,503.0,64.0,52.0,90.0,400.0,227.0,272.0,2072.0
2023,7612,291.0,213.0,449.0,62.0,43.0,68.0,372.0,242.0,278.0,2018.0
2024,7612,343.0,206.0,484.0,87.0,55.0,95.0,400.0,232.0,245.0,2147.0
2025,7612,321.0,189.0,496.0,80.0,45.0,96.0,426.0,211.0,253.0,2117.0
2012,7613,71.0,78.0,148.0,13.0,11.0,14.0,64.0,75.0,75.0,549.0
2013,7613,83.0,55.0,149.0,11.0,9.0,19.0,53.0,58.0,52.0,489.0
2014,7613,79.0,69.0,158.0,9.0,13.0,17.0,71.0,81.0,57.0,554.0
2015,7613,78.0,42.0,168.0,8.0,17.0,26.0,56.0,70.0,44.0,509.0
2016,7613,57.0,48.0,114.0,8.0,16.0,24.0,68.0,66.0,45.0,446.0
2017,7613,85.0,39.0,160.0,8.0,9.0,13.0,62.0,80.0,53.0,509.0
2018,7613,75.0,42.0,181.0,12.0,11.0,11.0,78.0,77.0,49.0,536.0
2019,7613,83.0,49.0,171.0,16.0,5.0,22.0,93.0,68.0,69.0,576.0
2020,7613,103.0,59.0,173.0,19.0,11.0,22.0,97.0,71.0,61.0,616.0
2021,7613,193.0,53.0,202.0,27.0,18.0,38.0,122.0,109.0,100.0,862.0
2022,7613,149.0,57.0,180.0,24.0,15.0,22.0,148.0,90.0,89.0,774.0
2023,7613,155.0,63.0,154.0,27.0,22.0,24.0,156.0,93.0,117.0,811.0
2024,7613,167.0,73.0,194.0,32.0,11.0,28.0,156.0,98.0,111.0,870.0
2025,7613,177.0,46.0,226.0,33.0,20.0,38.0,175.0,90.0,117.0,922.0
2012,7614,66.0,80.0,167.0,15.0,24.0,19.0,82.0,78.0,77.0,608.0
2013,7614,86.0,48.0,145.0,10.0,17.0,20.0,58.0,57.0,65.0,506.0
2014,7614,75.0,79.0,160.0,8.0,14.0,11.0,79.0,93.0,54.0,573.0
2015,7614,61.0,49.0,161.0,14.0,18.0,21.0,56.0,84.0,83.0,547.0
2016,7614,105.0,64.0,153.0,9.0,21.0,20.0,81.0,83.0,60.0,596.0
2017,7614,95.0,50.0,154.0,12.0,19.0,26.0,68.0,82.0,62.0,568.0
2018,7614,87.0,59.0,173.0,17.0,21.0,17.0,72.0,81.0,80.0,607.0
2019,7614,130.0,71.0,202.0,11.0,15.0,23.0,101.0,82.0,106.0,741.0
2020,7614,143.0,62.0,225.0,18.0,19.0,25.0,111.0,79.0,71.0,753.0
2021,7614,155.0,77.0,204.0,19.0,19.0,32.0,142.0,102.0,87.0,837.0
2022,7614,148.0,80.0,208.0,24.0,28.0,33.0,153.0,113.0,121.0,908.0
2023,7614,169.0,84.0,226.0,26.0,20.0,40.0,151.0,108.0,108.0,932.0
2024,7614,178.0,74.0,226.0,29.0,20.0,46.0,162.0,114.0,97.0,946.0
2025,7614,180.0,58.0,224.0,28.0,25.0,35.0,194.0,104.0,130.0,978.0
2012,7615,152.0,357.0,616.0,40.0,38.0,49.0,291.0,207.0,241.0,1991.0
2013,7615,165.0,344.0,550.0,44.0,33.0,59.0,293.0,193.0,181.0,1862.0
2014,7615,141.0,298.0,574.0,30.0,39.0,67.0,277.0,205.0,191.0,1822.0
2015,7615,143.0,273.0,567.0,49.0,48.0,58.0,268.0,225.0,187.0,1818.0
2016,7615,141.0,270.0,592.0,31.0,47.0,84.0,262.0,240.0,164.0,1831.0
2017,7615,140.0,266.0,615.0,44.0,50.0,46.0,298.0,216.0,187.0,1862.0
2018,7615,145.0,273.0,685.0,63.0,46.0,44.0,363.0,216.0,214.0,2049.0
2019,7615,237.0,318.0,790.0,74.0,54.0,68.0,400.0,233.0,299.0,2473.0
2020,7615,228.0,329.0,810.0,64.0,62.0,93.0,446.0,233.0,258.0,2523.0
2021,7615,298.0,357.0,922.0,110.0,82.0,192.0,523.0,289.0,317.0,3090.0
2022,7615,361.0,352.0,767.0,95.0,100.0,155.0,565.0,283.0,375.0,3053.0
2023,7615,351.0,360.0,794.0,98.0,71.0,121.0,631.0,282.0,385.0,3093.0
2024,7615,400.0,314.0,803.0,99.0,80.0,145.0,647.0,364.0,404.0,3256.0
2025,7615,378.0,300.0,912.0,131.0,63.0,155.0,750.0,336.0,402.0,3427.0
2012,7616,499.0,1744.0,2616.0,533.0,257.0,356.0,2223.0,1477.0,1019.0,10724.0
2013,7616,478.0,1593.0,2548.0,473.0,239.0,283.0,2084.0,1424.0,929.0,10051.0
2014,7616,535.0,1558.0,2580.0,470.0,261.0,295.0,2229.0,1522.0,979.0,10429.0
2015,7616,485.0,1391.0,2709.0,495.0,311.0,256.0,2156.0,1595.0,961.0,10359.0
2016,7616,520.0,1436.0,3041.0,505.0,291.0,327.0,2271.0,1559.0,984.0,10934.0
2017,7616,530.0,1412.0,3551.0,532.0,302.0,488.0,2618.0,1595.0,1096.0,12124.0
2018,7616,586.0,1403.0,3563.0,624.0,347.0,650.0,2711.0,1704.0,1321.0,12909.0
2019,7616,787.0,1742.0,4114.0,755.0,421.0,830.0,3203.0,1758.0,1561.0,15171.0
2020,7616,759.0,1730.0,4563.0,784.0,405.0,824.0,3435.0,1841.0,1440.0,15781.0
2021,7616,904.0,1852.0,5459.0,956.0,602.0,1046.0,4047.0,1949.0,1790.0,18605.0
2022,7616,1016.0,1796.0,4118.0,1018.0,641.0,960.0,4325.0,2110.0,2082.0,18066.0
2023,7616,885.0,1868.0,4323.0,1185.0,561.0,703.0,4415.0,2123.0,2130.0,18193.0
2024,7616,893.0,1677.0,4933.0,1316.0,606.0,939.0,4873.0,2300.0,2259.0,19796.0
2025,7616,1000.0,1554.0,5079.0,1447.0,559.0,965.0,5586.0,2445.0,2221.0,20856.0
2012,7617,152.0,312.0,641.0,48.0,52.0,57.0,296.0,173.0,235.0,1966.0
2013,7617,120.0,295.0,695.0,29.0,41.0,48.0,255.0,238.0,187.0,1908.0
2014,7617,110.0,236.0,679.0,38.0,33.0,57.0,259.0,221.0,199.0,1832.0
2015,7617,113.0,255.0,623.0,35.0,38.0,74.0,295.0,181.0,151.0,1765.0
2016,7617,120.0,217.0,638.0,39.0,39.0,40.0,302.0,253.0,196.0,1844.0
2017,7617,103.0,238.0,675.0,38.0,37.0,55.0,326.0,207.0,188.0,1867.0
2018,7617,127.0,252.0,660.0,39.0,35.0,56.0,334.0,238.0,212.0,1953.0
2019,7617,125.0,268.0,752.0,48.0,50.0,55.0,409.0,229.0,280.0,2216.0
2020,7617,155.0,235.0,805.0,50.0,50.0,84.0,425.0,210.0,200.0,2214.0
2021,7617,174.0,247.0,896.0,48.0,88.0,134.0,506.0,256.0,315.0,2664.0
2022,7617,249.0,299.0,840.0,92.0,95.0,134.0,547.0,302.0,348.0,2906.0
2023,7617,251.0,281.0,733.0,99.0,57.0,132.0,620.0,285.0,354.0,2812.0
2024,7617,287.0,377.0,878.0,80.0,74.0,185.0,700.0,284.0,352.0,3217.0
2025,7617,260.0,279.0,915.0,109.0,56.0,192.0,733.0,293.0,370.0,3207.0
2012,7618,283.0,843.0,1154.0,149.0,83.0,104.0,706.0,499.0,439.0,4260.0
2013,7618,339.0,773.0,1234.0,109.0,122.0,93.0,679.0,461.0,417.0,4227.0
2014,7618,250.0,713.0,1261.0,138.0,122.0,89.0,666.0,498.0,426.0,4163.0
2015,7618,251.0,696.0,1250.0,94.0,127.0,81.0,640.0,498.0,393.0,4030.0
2016,7618,231.0,674.0,1305.0,111.0,122.0,98.0,735.0,496.0,405.0,4177.0
2017,7618,237.0,611.0,1314.0,112.0,140.0,99.0,759.0,505.0,412.0,4189.0
2018,7618,282.0,664.0,1713.0,144.0,147.0,112.0,870.0,541.0,481.0,4954.0
2019,7618,316.0,737.0,1799.0,176.0,173.0,154.0,1084.0,567.0,573.0,5579.0
2020,7618,340.0,744.0,1843.0,169.0,155.0,170.0,1056.0,537.0,577.0,5591.0
2021,7618,356.0,833.0,2108.0,242.0,264.0,242.0,1265.0,656.0,735.0,6701.0
2022,7618,483.0,865.0,1736.0,261.0,242.0,225.0,1603.0,711.0,850.0,6976.0
2023,7618,475.0,837.0,1782.0,268.0,271.0,270.0,1649.0,713.0,873.0,7138.0
2024,7618,589.0,859.0,2100.0,286.0,244.0,316.0,1753.0,736.0,895.0,7778.0
2025,7618,475.0,778.0,2265.0,324.0,193.0,364.0,1935.0,807.0,903.0,8044.0
2012,7619,63.0,63.0,138.0,11.0,12.0,26.0,59.0,37.0,50.0,459.0
2013,7619,237.0,56.0,141.0,14.0,6.0,15.0,42.0,32.0,42.0,585.0
2014,7619,47.0,60.0,135.0,6.0,11.0,14.0,58.0,59.0,56.0,446.0
2015,7619,170.0,48.0,134.0,10.0,8.0,9.0,52.0,48.0,40.0,519.0
2016,7619,96.0,58.0,163.0,4.0,12.0,9.0,69.0,50.0,52.0,513.0
2017,7619,109.0,55.0,173.0,10.0,8.0,19.0,55.0,49.0,34.0,512.0
2018,7619,60.0,47.0,163.0,10.0,10.0,10.0,68.0,48.0,63.0,479.0
2019,7619,96.0,51.0,172.0,14.0,10.0,9.0,99.0,47.0,71.0,569.0
2020,7619,90.0,76.0,174.0,20.0,9.0,21.0,114.0,51.0,62.0,617.0
2021,7619,133.0,61.0,182.0,19.0,17.0,22.0,137.0,60.0,82.0,713.0
2022,7619,189.0,75.0,185.0,21.0,18.0,26.0,130.0,62.0,104.0,810.0
2023,7619,125.0,52.0,158.0,20.0,8.0,26.0,134.0,64.0,90.0,677.0
2024,7619,161.0,54.0,199.0,32.0,11.0,37.0,170.0,64.0,85.0,813.0
2025,7619,156.0,67.0,206.0,20.0,12.0,30.0,165.0,61.0,89.0,806.0
2012,7620,527.0,1012.0,1871.0,126.0,148.0,195.0,807.0,648.0,715.0,6049.0
2013,7620,834.0,929.0,1979.0,153.0,115.0,180.0,809.0,619.0,656.0,6274.0
2014,7620,335.0,840.0,1982.0,145.0,116.0,185.0,782.0,680.0,629.0,5694.0
2015,7620,616.0,739.0,1817.0,104.0,136.0,252.0,805.0,688.0,594.0,5751.0
2016,7620,480.0,787.0,1788.0,155.0,128.0,339.0,856.0,675.0,498.0,5706.0
2017,7620,306.0,739.0,1883.0,128.0,125.0,394.0,947.0,662.0,587.0,5771.0
2018,7620,316.0,786.0,2066.0,154.0,138.0,456.0,987.0,746.0,705.0,6354.0
2019,7620,421.0,864.0,2214.0,169.0,156.0,625.0,1177.0,675.0,760.0,7061.0
2020,7620,415.0,811.0,2237.0,191.0,168.0,538.0,1272.0,681.0,768.0,7081.0
2021,7620,647.0,984.0,2830.0,272.0,223.0,598.0,1592.0,824.0,978.0,8948.0
2022,7620,676.0,963.0,2391.0,289.0,244.0,631.0,1694.0,981.0,1099.0,8968.0
2023,7620,675.0,924.0,2377.0,313.0,234.0,438.0,1792.0,892.0,1034.0,8679.0
2024,7620,838.0,932.0,2812.0,374.0,252.0,587.0,1999.0,993.0,1242.0,10029.0
2025,7620,699.0,864.0,2922.0,392.0,189.0,681.0,2300.0,1030.0,1297.0,10374.0
2012,7621,194.0,192.0,310.0,26.0,34.0,70.0,176.0,136.0,134.0,1272.0
2013,7621,201.0,140.0,319.0,21.0,22.0,67.0,155.0,128.0,119.0,1172.0
2014,7621,188.0,136.0,308.0,21.0,35.0,56.0,182.0,160.0,102.0,1188.0
2015,7621,178.0,96.0,274.0,28.0,36.0,46.0,157.0,156.0,93.0,1064.0
2016,7621,209.0,143.0,280.0,27.0,52.0,59.0,165.0,179.0,90.0,1204.0
2017,7621,218.0,113.0,364.0,25.0,25.0,45.0,188.0,142.0,104.0,1224.0
2018,7621,244.0,150.0,336.0,26.0,31.0,59.0,219.0,158.0,124.0,1347.0
2019,7621,250.0,170.0,380.0,34.0,46.0,80.0,239.0,171.0,145.0,1515.0
2020,7621,268.0,201.0,470.0,38.0,49.0,84.0,263.0,209.0,135.0,1717.0
2021,7621,319.0,218.0,514.0,57.0,41.0,91.0,322.0,248.0,189.0,1999.0
2022,7621,393.0,215.0,451.0,53.0,56.0,86.0,374.0,245.0,205.0,2078.0
2023,7621,339.0,173.0,488.0,56.0,66.0,100.0,412.0,250.0,209.0,2093.0
2024,7621,342.0,175.0,522.0,79.0,60.0,102.0,452.0,247.0,231.0,2210.0
2025,7621,409.0,180.0,560.0,74.0,49.0,141.0,400.0,252.0,239.0,2304.0
2012,7622,113.0,270.0,309.0,26.0,26.0,43.0,203.0,139.0,160.0,1289.0
2013,7622,107.0,206.0,303.0,29.0,18.0,29.0,157.0,169.0,119.0,1137.0
2014,7622,103.0,199.0,335.0,18.0,18.0,29.0,173.0,170.0,125.0,1170.0
2015,7622,124.0,155.0,304.0,16.0,12.0,33.0,201.0,164.0,124.0,1133.0
2016,7622,83.0,146.0,339.0,36.0,23.0,25.0,161.0,159.0,108.0,1080.0
2017,7622,94.0,170.0,368.0,18.0,20.0,24.0,161.0,162.0,129.0,1146.0
2018,7622,144.0,179.0,370.0,38.0,28.0,46.0,209.0,157.0,124.0,1295.0
2019,7622,182.0,184.0,387.0,49.0,27.0,40.0,266.0,202.0,196.0,1533.0
2020,7622,182.0,196.0,494.0,36.0,28.0,52.0,298.0,165.0,190.0,1641.0
2021,7622,282.0,236.0,469.0,56.0,37.0,61.0,332.0,194.0,199.0,1866.0
2022,7622,259.0,234.0,461.0,44.0,41.0,77.0,367.0,208.0,242.0,1933.0
2023,7622,290.0,187.0,397.0,63.0,46.0,72.0,347.0,253.0,225.0,1880.0
2024,7622,358.0,203.0,480.0,54.0,52.0,90.0,356.0,224.0,268.0,2085.0
2025,7622,310.0,197.0,479.0,71.0,36.0,90.0,455.0,224.0,259.0,2121.0
2012,7623,60.0,211.0,445.0,31.0,20.0,42.0,215.0,135.0,165.0,1324.0
2013,7623,57.0,223.0,410.0,30.0,28.0,34.0,173.0,137.0,127.0,1219.0
2014,7623,47.0,186.0,433.0,28.0,32.0,33.0,200.0,130.0,114.0,1203.0
2015,7623,45.0,194.0,407.0,19.0,28.0,38.0,195.0,134.0,126.0,1186.0
2016,7623,61.0,146.0,444.0,24.0,31.0,32.0,219.0,136.0,124.0,1217.0
2017,7623,58.0,152.0,422.0,30.0,33.0,59.0,195.0,150.0,124.0,1223.0
2018,7623,61.0,140.0,421.0,37.0,27.0,75.0,240.0,174.0,144.0,1319.0
2019,7623,81.0,209.0,430.0,48.0,50.0,119.0,279.0,156.0,187.0,1559.0
2020,7623,64.0,204.0,450.0,41.0,39.0,106.0,257.0,147.0,189.0,1497.0
2021,7623,92.0,217.0,558.0,60.0,44.0,163.0,337.0,191.0,210.0,1872.0
2022,7623,117.0,177.0,500.0,59.0,67.0,135.0,364.0,199.0,280.0,1898.0
2023,7623,115.0,205.0,525.0,78.0,71.0,100.0,427.0,204.0,299.0,2024.0
2024,7623,138.0,201.0,537.0,71.0,84.0,117.0,461.0,203.0,286.0,2098.0
2025,7623,108.0,181.0,616.0,81.0,76.0,117.0,497.0,215.0,284.0,2175.0
2012,7624,159.0,370.0,605.0,36.0,62.0,108.0,308.0,323.0,313.0,2284.0
2013,7624,155.0,331.0,618.0,36.0,52.0,91.0,293.0,331.0,234.0,2141.0
2014,7624,174.0,310.0,600.0,35.0,50.0,94.0,258.0,304.0,214.0,2039.0
2015,7624,137.0,277.0,580.0,33.0,52.0,74.0,304.0,345.0,221.0,2023.0
2016,7624,163.0,239.0,652.0,42.0,46.0,95.0,309.0,340.0,226.0,2112.0
2017,7624,150.0,270.0,647.0,43.0,55.0,102.0,345.0,298.0,236.0,2146.0
2018,7624,161.0,260.0,686.0,59.0,47.0,101.0,371.0,342.0,273.0,2300.0
2019,7624,210.0,323.0,862.0,40.0,93.0,165.0,404.0,369.0,378.0,2844.0
2020,7624,280.0,328.0,992.0,73.0,55.0,135.0,469.0,321.0,311.0,2964.0
2021,7624,380.0,353.0,961.0,84.0,76.0,188.0,571.0,397.0,427.0,3437.0
2022,7624,489.0,349.0,856.0,86.0,70.0,190.0,617.0,395.0,483.0,3535.0
2023,7624,415.0,421.0,779.0,96.0,67.0,175.0,626.0,396.0,442.0,3417.0
2024,7624,469.0,336.0,950.0,103.0,83.0,208.0,729.0,432.0,455.0,3765.0
2025,7624,525.0,325.0,969.0,118.0,63.0,245.0,787.0,439.0,496.0,3967.0
2012,7625,614.0,2230.0,2938.0,737.0,388.0,554.0,3035.0,2076.0,1413.0,13985.0
2013,7625,734.0,1963.0,2905.0,664.0,409.0,510.0,2903.0,2067.0,1268.0,13423.0
2014,7625,674.0,1972.0,3037.0,688.0,404.0,561.0,3070.0,2338.0,1285.0,14029.0
2015,7625,609.0,1627.0,2989.0,661.0,498.0,678.0,2963.0,2217.0,1307.0,13549.0
2016,7625,554.0,1758.0,4154.0,700.0,463.0,392.0,3224.0,2352.0,1395.0,14992.0
2017,7625,568.0,2021.0,4941.0,838.0,433.0,450.0,3648.0,2355.0,1556.0,16810.0
2018,7625,664.0,1904.0,6578.0,952.0,461.0,512.0,4047.0,2495.0,1856.0,19469.0
2019,7625,939.0,2192.0,7698.0,1251.0,580.0,571.0,5218.0,2853.0,2116.0,23418.0
2020,7625,1002.0,2366.0,8715.0,1289.0,642.0,615.0,5054.0,2660.0,1938.0,24281.0
2021,7625,1335.0,2544.0,8358.0,1465.0,845.0,891.0,6374.0,3158.0,2716.0,27686.0
2022,7625,1302.0,2511.0,5979.0,1607.0,815.0,944.0,6700.0,3119.0,3042.0,26019.0
2023,7625,1352.0,2119.0,6171.0,1830.0,815.0,988.0,6527.0,3074.0,3064.0,25940.0
2024,7625,1613.0,2190.0,8376.0,2003.0,816.0,1310.0,6871.0,3476.0,3081.0,29736.0
